ID,Description,Entry_ID,Anthropology_Note,Grammar_Note,Scientific_Name,Sociolinguistics_Note
SN000563,"although, despite; this element expresses that an eventuality denoted by another clause, or otherwise present as knowledge in the common ground, obtains, or would obtain, despite the eventuality denoted by the clause in which this adverb appears; the other clause is often an immediately adjacent one, but need not be",LX000412,,,,
SN000564,"despite, although",LX000413,,,,
SN000565,remember or utter a person’s or a thing’s name; this verb can also be used metonymically to convey that one remembers the person more generally,LX000414,,,,
SN000566,"“OK!”, expression that anticipates an action or eventuality; generally indicates the speaker’s desire that the addressee carry out an action, either by themselves or as part of a group including the speaker; generally precedes a hortative or imperative utterance",aajaa,,,,
SN000567,"opening or mouth of a body of water, such as the mouth of a river or creek, where it joins a larger river as a tributary, or the mouth of an oxbow lake, where it connects to a waterway linked to the main river",LX000415,,Poss.pref,,
SN000568,"grandson, son or daughter’s son, male or female ego, or great-grandson",LX000416,,Poss.pref,,
SN000569,deceased grandson or great-grandson,LX000417,,Poss.pref,,
SN000570,"granddaughter, son or daughter’s daughter, male or female ego, or great-granddaughter",LX000418,,Poss.pref,,
SN000571,deceased granddaughter or great-granddaughter,LX000419,,Poss.pref,,
SN000572,grandchildren,LX000420,,,,
SN000573,"Mealy Parrot, species of large parrot that reaches some 40cm length; green except for some red on the wings and a yellow tail tip",LX000421,,,Amazona farinosa,
SN000574,river,aaka,,,,
SN000575,water,aaka,,mass noun in this sense,,
SN000576,"watery sap, speaking of the sap of certain plants, such as <átiiti> (‘cumala colorado’), which is largely clear, and non-viscous",aaka,,mass noun in this sense,,
SN000577,honey,aaka,,mass noun in this sense; poss.pref,,
SN000578,"‘sábalo huayero’, species of silvery scaled fish that reaches some 30cm in length, with a longitudinal black stripe on its sides, towards the rear, that continues onto its tail, which is tinged red. Prized for its flesh, it is known for feeding on fruits that fall into the water in areas of flooded forest. Its Iquito name comes from the fact that it tends to swim close to the surface, revealing its presence by its wake",LX000422,,,Brycon hilarii,
SN000579,"‘pelejo de agua’ or Brown-throated Three-toed Sloth, species that reaches 80cm in length and 5.5kg in weight, with distinctive dark markings around the eyes that stretch back towards the ears. It is noted for its tendency to drop into water when disturbed and escape by swimming away",LX000423,,,Bradypus variegatus,
SN000580,"‘sharara’ or Anhinga, piscivorous bird species that reaches some 85cm in length, including its long tail. It is notable for its long, slender neck and its long, straight, sharply pointed bill. It is darkly colored except for its somewhat lighter neck and head and the straggly white feathers on the backs of its wings. Adept at swimming, it is typically found near water and is often seen perched on branches near the edges of bodies of water, drying its spread wings",LX000424,,,Anhinga anhinga,
SN000581,"‘yacu pato’ or Muscovy Duck, species of wild duck with dark plumage that reaches some 80-85cm in length",LX000425,,,Cairina moschata,
SN000582,"‘sencillo caspi’ or ‘plata pashaco’, tree species",LX000426,,,,
SN000583,"Sungrebe, bird species",LX000427,,,,
SN000584,"‘yacu jergón’, a term used for the Neotropical Water Snake and a number of similar species of patterned water snakes of a variety of colors, generally some 50cm length. Often encountered at river edges in masses of floating debris, such snakes are reported to be venomous, although Iquito individuals cannot recall any instances of bites that would substantiate this claim",aaka_sajina,,,Helicops spp,
SN000585,"‘quichatero’ or Zigzag Heron, small heron that reaches some 13cm, distinguished by its relatively short neck, hunched posture, and relatively dark, cryptic mottled coloring. It is noted for its tendency to defecate as it flies off when startled",LX000428,,,Zebrilus undulatus,
SN000586,"‘piojo del agua’, general term for a wide range of small aquatic insects, including Water Striders, which skim along the surface of the water; and Back Swimmers and Water Boatmen, which swim beneath the surface. Traditionally, Iquitos believed that drinking water in which these insects were abundant could be dangerous, as some species were believed to lodge in the throat and deprive one of the ability to speak",aaka_sikwanaja,,,"Gerridae spp., Notonectidae spp., Corixidae spp",
SN000587,"‘Quebrada Acamana’, a small tributary of the Pintuyacu River, located some two hours upriver by paddle from the confluence of the Pintuyacu and Chambira Rivers, on the same side of the river as San Antonio; a settlement was founded on this creek, a short distance upriver from its mouth, in about 1910, and endured until the mid-1960s, when the last of its residents passed away",LX000429,,,,
SN000588,"watery, typically said of a drink, such as manioc beer, when it has an excessive quantity of water in it",aakana,,,,
SN000589,"glossy or shiny, e.g., a new piece of ceramic tile, polished wood, a mirror, or hair with pomade in it",LX000430,,,,
SN000590,"smooth, speaking of the surface of an object, such as a well-made cement floor or the top of a plastic table",LX000430,,,,
SN000591,"make a surface smooth, e.g., by removing surface irregularities from piece of wood using a plane or machete, or smoothing the clay of an unfired piece of pottery using water and a piece of manioc peel",LX000431,,,,
SN000592,open one’s mouth,LX000432,,,,
SN000593,"make something watery by adding water to it, whether diluting a liquid, such as manioc beer, or wetting something dry, such as ‘fariña’, to which water is often added to soften the hard, dry meal",LX000433,,,,
SN000594,now,LX000434,,,,
SN000595,today,LX000434,,,,
SN000596,"baptize, as carried out by a Catholic priest",LX000435,,,,
SN000597,"‘huapeta’, species of edible predatory fish that reaches some 40cm in length. Its body is strikingly flat for its length and is covered in silvery scales. It is most notable for its large head, and the pair of sharp, fang-like teeth that protrude from its lower jaw, which measure up to 4cm in length",aakaari,,,Hydrolycus scomberoides,
SN000598,"‘huapetero’, fishing line and hook made for catching <[aakaari](aakaari)> (‘huapeta’) fish",LX000436,,,,
SN000599,Amazonian Manatee,LX000437,,,,
SN000600,"‘vaca marina’ or Amazonian Manatee, large aquatic mammal that can reach almost 3m in length and up to 500kg in weight; always rare in Pintuyacu River basin, they were relatively abundant in oxbow lakes in the neighboring Nanay River region until they were essentially wiped out by hunting by the mid-20th century",LX000438,,,Trichechus inunguis,
SN000601,"type of fan woven from the immature buds of <[niraasi](niraasi)> (‘shapaja’) palms with a distinctive rounded shape resembling a manatee tail, less commonly made than the <[apíraati](LX000248)>",LX000439,,,,
SN000602,"variety of small edible passion fruit, reaching 6cm in diameter, of a dark color, almost black, similar to a manatee’s (<[aakáayɨ](LX000438)>) hide",LX000440,,,Passiflora sp,
SN000603,"‘leñero’ or ‘leñatero’, larval stage of one or more bagworm moth species, notable for constructing a case made of twigs, in which it spends most of its time. The case has the form of a long, tapering, pyramidal shape that reaches some 7cm in length and is 3cm wide at its base. When this creature changes locations, it can be seen pulling this shelter behind it",LX000441,,,Psychidae spp,
SN000604,get someone drunk,LX000442,,,,
SN000605,"be drunk or intoxicated, whether by alcohol or by another psychoactive substance, such as <[aákuta](LX000465)> (ayahuasca)",LX000443,,"In this sense, the intoxicating substance can be optionally indicated with an NP bearing the instrumental postposition <=jata>",,
