ID,Language_ID,Headword,Part_Of_Speech,Derivational_Root,Irregular_Plural,Irregular_Possessed_Form,Literal_Meaning,Loanword_Source,Main_Entry,Middle_Form,Pronunciation,Root,Semantics_Note,Variant_Form
LX001036,iqu,iíyɨɨkaka,noun,,,,,,,,,iíyɨɨkaka,,
iiyuwa,iqu,iiyuwa,noun,,,iíyuwa,,,LX001034,,,iiyuwa,,
LX001037,iqu,iíyuu,adjective,,,,,,,,,iíyuu,,
iiyuuwaajina,iqu,iiyuuwaajina,locative noun,,,,,,,,,iiyuuwaa,,
LX001038,iqu,ɨ́ɨ,interjection,,,,,,,,,ɨ́ɨ,,
LX001039,iqu,ɨ́ɨja,noun,,,,,,,,,ɨ́ɨja,,
LX001040,iqu,ɨɨ́jakɨya,noun,,,,,,LX001044,,,ɨɨ́jakɨya,,
LX001041,iqu,ɨɨjakúura,locative postposition,,,,,,,,,ɨ́ɨja,,
LX001042,iqu,ɨɨ́jakúura,noun,,,,,,,,,ɨɨ́jakúura,,irregular 3rd person possessed form: nɨɨ́jakúura
LX001043,iqu,ɨɨ́jaana,adjective,,,,,,,,,ɨɨ́jaa,,
LX001044,iqu,ɨɨ́jɨkɨya,noun,,,,,,,,,ɨɨ́jɨkɨya,,personal variant (ELY): ɨɨ́jakɨya
LX001045,iqu,ɨɨjɨɨ,interjection,,,,,,,,,ɨɨjɨɨ,,
LX001046,iqu,ɨɨjɨɨ́jina,noun,,ɨɨjɨɨ́jinakɨya,,,,,,,ɨɨjɨɨ́jina,,
LX001047,iqu,=ɨɨjɨɨ́jina,postposition,,,,,,,,,ɨɨjɨɨ́jina,,
LX001048,iqu,ɨɨjɨɨ́kuma,locative postposition,,,,,,,,,ɨɨjɨɨ́ku,,
LX001049,iqu,ɨɨjɨɨ́tina,adjective,,,,,,anana,,,ɨɨjɨɨ́ti,,
LX001050,iqu,ɨɨmana,noun,,,ɨɨ́mana,,,,,,ɨɨmana,,
LX001051,iqu,ɨ́ɨni,intransitive verb,,,,,,,,,ɨɨ,,
LX001052,iqu,ɨ́ɨni,ditransitive verb,,,,,,,,,ɨɨ,,
LX001053,iqu,ɨ́ɨri,noun,,ɨ́ɨriwa,,,,,,,ɨ́ɨri,,
LX001054,iqu,ɨɨ́tatáani,transitive verb,,,,,,,,,ɨɨ́tata,,
LX001055,iqu,ɨɨtáani,transitive verb,,,,,,,,,ɨɨ́ta,,
LX001056,iqu,ɨɨti,noun,,,ɨ́ɨti,,,,,,ɨɨti,,
LX001057,iqu,ɨɨtíkana,noun,,ɨɨtíkiaakɨ,,,,,,,ɨɨtíkana,,
LX001058,iqu,ɨɨ́yaaka,noun,,,,,,,,,ɨɨ́yaaka,,
LX001059,iqu,ɨɨyáana,noun,,ɨɨyáapɨ,,,,,,,ɨɨyáa,,
LX001060,iqu,jákɨɨ,noun,,jákɨɨwa,,,,,,,jákɨɨ,,
LX001061,iqu,jakɨ́ɨni,intransitive verb,,,,,,,,,jákɨɨ,,
LX001062,iqu,jamɨ́kiji,noun,,,,,,LX001087,,,jamɨ́kiji,,
janaka,iqu,janaka,noun,,,,,,,,,janaka,,
LX001063,iqu,janɨ́ɨni,intransitive verb,,,,,,,,,janɨɨ,,
LX001064,iqu,janɨɨwɨ,noun,,janɨɨwɨya,,,,,,,janɨɨwɨ,,
LX001065,iqu,japakɨ́ɨni,noun,,japakɨ́ɨya,,,,LX000010,,,japakɨ́ɨni,,
LX001066,iqu,japakɨ́ɨya,noun,,,,,,LX001065,,,japakɨ́ɨya,,
LX001067,iqu,járaki,noun,,,,,,,,,járaki,,
LX001068,iqu,jarakíini,intransitive verb,,,,,,,,,jarákii,,
jaraaka,iqu,jaraaka,noun,,,,,,,,,jaraaka,,
LX001069,iqu,járaakatáani,intransitive verb,,,,,,,,,járaakata,,
LX001070,iqu,jaráani,transitive verb,jara,,,,,,jarɨ́ɨni (middle),,jaata,,
LX001071,iqu,jaritáani,transitive verb,,,,,,,,,jarita,,
LX001072,iqu,jarɨ́ɨni,intransitive verb,járɨ,,,,,,jaráani (active),,jaatɨ,,
LX001073,iqu,=jata,postposition,,,,,,,,,jata,,
LX001074,iqu,=jata,postposition,,,,,,,,,jata,,
LX001075,iqu,jatɨníini,transitive verb,,,,,,,,,jatɨni,,
LX001076,iqu,jawakɨ́ɨni,intransitive verb,,,,,,,,,jawakɨɨ,,
jawana,iqu,jawana,adjective,,,,,,,,,jawa,,
LX001077,iqu,jawarákuuti,noun,,,,,,,,,jawarákuuti,,
LX001078,iqu,jawáari,adverb,,,,,,,,,jawáari,,
LX001079,iqu,jawaárika,adverb,,,,,,LX003457,,,jawaárika,,
LX001080,iqu,jáwɨɨna,noun,,,,,,,,,jáwɨɨna,,
LX001081,iqu,jawɨ́ɨni,intransitive verb,jáwɨ,,,,,,,,jaákɨ,,
jaa,iqu,jaa,adverb,,,,,,,,,jaa,,
LX001082,iqu,jaákaa,noun,,,,,,LX001083,,,jaákaa,,
LX001083,iqu,jaakáana,noun,,"jaákaa, jaakaánaka",,,,,,,jaakáana,,dialect variant: waasiaárika ; Chambira dialect: wásiamɨ ; playful variant: kwaata kariyáana1
jaakika,iqu,jaakika,noun,,jaakiwa,,,,,,,jaakika,,
jaakiwa,iqu,jaakiwa,noun,,,,,,jaakika,,,jaakiwa,,
LX001084,iqu,jaakíini,intransitive verb,,,,,,,,,jaákii,,
LX001085,iqu,jaámanakɨ́ɨni,intransitive verb,,,,,,,,,jaámanakɨɨ,,
LX001086,iqu,jaámanana,adjective,,,,,,,,,jaámana,,
LX001087,iqu,jaámɨɨkiji,noun,,,,,,,,,jaámɨɨkiji,,personal variant (JPI): jamɨ́kiji
LX001088,iqu,jaámɨɨna,adjective,,,,,,,,,jaámɨɨ,,
LX001089,iqu,jáana,interrogative,,,,,,,,,jáana,,
LX001090,iqu,jaanɨ́ɨti,noun,,,,,,LX000503,,,jaanɨ́ɨti,,
jaari_1,iqu,jaari,adverb,,,,,,,,,jaari,"Unlike <[jawáari](LX001078)>, which has a similar function, this sense is typically employed when the subsequent eventuality is in some respected motivated by, or causally related to, the prior eventuality",
jaari_2,iqu,jaari,interjection,,,,,,,,,jaari,,
LX001091,iqu,jaátaaraa,interrogative,,,,,,LX001092,,,jaátaaraa,,
LX001092,iqu,jaátaaraata,interrogative,,,,,,LX001177,,,jaátaaraata,,Free Variant: jaátaaraa
LX001093,iqu,jaátaaraata,conjunction,,,,,,LX001178,,,jaátaaraata,,
LX001094,iqu,jaátaaraatina,interrogative,,"jaátaaraatimi (inanimate), jaátaaraatipɨ (animate)",,,,LX001181,,,jaátaaraati,,
jaati,iqu,jaati,noun,,,,,,,,,jaati,,
LX001095,iqu,jaatika asaakúuna,noun,,,,bats' food,,,,,jaatika asaakúuna,,Free Variant: paápaka simɨráana ; personal variant (JPI): paápaka naasíina
jaawuu,iqu,jaawuu,noun,,jaawuuwa,,,from Sp. ‘jabón’,,,,jaawuu,,
LX001096,iqu,jaayɨ,noun,,,,,,,,,jaayɨ,,
LX001097,iqu,jikatáani,transitive verb,,,,,,,,,jikata,,Free Variant: jimatáani
LX001098,iqu,jikatɨ́ɨni,intransitive verb,,,,,,,,,jikatɨ,,Free Variant: jimatɨ́ɨni
LX001099,iqu,jíkija,noun,,jíkiwa,,,,LX000575,,,jíkija,,
LX001100,iqu,jíkiwa,noun,,,,,,LX001099,,,jíkiwa,,
LX001101,iqu,jikuníini,ditransitive verb,,,,,,,,,jikúnii,,
LX001102,iqu,jikuriáaka,noun,,,,,,,,,jikuriáaka,,
LX001103,iqu,jikutáani,transitive verb,,,,,,,,,jikúta,,
LX001104,iqu,jíkuti,noun,,,,,,,,,jíkuti,,
LX001105,iqu,jikutíini,intransitive verb,,,,,,,,,jikútii,,
LX001106,iqu,jikutíini,transitive verb,,,,,,,,,jikútii,,
LX001107,iqu,jikútiitáani,transitive verb,,,,,,,,,jikútiita,,
LX001108,iqu,jikuukúuni,transitive verb,,,,,,,,,jikuúkuu,,
LX001109,iqu,jikúuni,transitive verb,,,,,,,,,jiku,,
LX001110,iqu,jimákaayɨ,noun,,,,,,,,,jimákaayɨ,,
LX001111,iqu,jimatáani,transitive verb,,,,,,LX001097,jimatɨ́ɨni (middle),,jimata,,
LX001112,iqu,jimatɨ́ɨni,intransitive verb,,,,,,LX001098,jimatáani (active),,jimatɨ,,
jimaakija,iqu,jimaakija,interjection,,,,,,,,,jimaakija,,
LX001113,iqu,jimɨ́nati,noun,,,,,,,,,jimɨ́nati,,
LX001114,iqu,jimɨ́nati ánaaja,noun,,,,horsefly trunk,,,,,jimɨ́nati ánaaja,,
LX001115,iqu,jimɨ́ɨni,intransitive verb,,,,,,,jimúuni (active),,jimɨɨ,,
LX001116,iqu,jimɨɨsi,noun,,,,,,,,,jimɨɨsi,,
LX001117,iqu,jimɨɨti,noun,,,,,,,,,jimɨɨti,,
LX001118,iqu,jimɨɨti iriáaku,noun,,,,‘callampa’ carrier,,,,,jimɨɨti iriáaku,,
LX001119,iqu,jimɨɨtɨ́ɨni,intransitive verb,,,,,,,,,jimɨɨ́tɨɨ,,
LX001120,iqu,jimúkiaakɨ,noun,,,,,,LX001121,,,jimúkiaakɨ,,
LX001121,iqu,jimúkwana,noun,,jimúkiaakɨ,,,,,,,jimúkwana,,
LX001122,iqu,jimuúkujina,locative noun,,jimuukuúkujina,,,,,,,jimuúkujina,,
LX001123,iqu,jimuukúuni,intransitive verb,,,,,,,,,jimuúkuu,,
LX001124,iqu,jimúuni,transitive verb,,,,,,,jimɨ́ɨni (middle),,jímuu,"Although this sense might appear to be simply a subsense of the previous more general sense, this more specific sense is in fact much more salient to speakers as a meaning associated with this root than the previous more general sense is",
LX001125,iqu,jimuutáani,transitive verb,,,,,,,,,jimuúta,This sense is also used idiomatically to indicate the construction of a house,
LX001126,iqu,=jinaji,postposition,,,,,,,,,jinaji,,
jinakuku,iqu,jinakuku,noun,,,,,,,,,jinakuku,,
jinakuma_1,iqu,jinakuma,locative noun,,,,,,,,,jinaku,,
jinakuma_2,iqu,jinakuma,noun,,,,,,,,,jinaku,,
jinakuma,iqu,jinakuma,locative postposition,,,,,,,,,jinaku,,
jinakuna,iqu,jinakuna,noun,,,,,,,,,jinakuna,,Free Variant: pɨyarúuna
LX001127,iqu,jinítaaku,noun,,,,,,LX001130,,,jinítaaku,,
LX001128,iqu,jinitáani,transitive verb,,,,,,,,,jiníta,,
LX001129,iqu,jinítaari,noun,,"jinítaariwa, jinítaarika",,,,,,,jinítaari,,
LX001130,iqu,jinítaasi,noun,,,,,,,,,jinítaasi,,Chambira dialect: jinítaaku ; Nanay dialect: ituwanajáati
LX001131,iqu,jíniija,noun,,,,,,,,,jíniija,,
LX001132,iqu,jiniijúuni,transitive verb,,,,,,,,,jiniíjuu,,
LX001133,iqu,jiníini,transitive verb,jíni,,,,,,,,jiíni,,
LX001134,iqu,jinɨ́ɨka,noun,,,,,,sakatiika,,,jinɨ́ɨka,,
LX001135,iqu,=jinɨ́ɨra,postposition,,,,,,,,,jinɨ́ɨra,,
LX001136,iqu,jipáani,noun,,,,,,,,,jipáani,,
LX001137,iqu,jipaanɨ́ɨni,transitive verb,,,,,,,,,jipaánɨɨ,,
LX001138,iqu,jipɨkɨ́ɨni,intransitive verb,,,,,,,,,jipɨkɨɨ,,
LX001139,iqu,jírisi,noun,,,,,from Sp. ‘flecha’ (see Note),,,,jírisi,,
LX001140,iqu,jirisíini,intransitive verb,,,,,,,,,jirísii,,
LX001141,iqu,jirítijina,locative noun,,jirítikajina,,,,,,jírtijina,jirítijina,,
LX001142,iqu,jíritijina,locative postposition,,,,,,,,,jíriti,,
LX001143,iqu,jirítikajina,locative noun,,,,,,LX001141,,,jirítikajina,,
LX001144,iqu,jiritikúura,noun,,,,,,,,,jiritikúura,,
LX001145,iqu,jirítiikɨ,noun,,jirítiikɨya,,,,,,,jirítiikɨ,,
LX001146,iqu,jíritiíkuku,locative postposition,,,,,,,,,jíritiíku,,
LX001147,iqu,jitíini,intransitive verb,,,,,,,,,jiti,,
LX001148,iqu,jitiitáani,transitive verb,,,,,,LX001306,,,jitiíta,,
LX001149,iqu,jitúuna,noun,,,,,,,,,jitúuna,,
LX001150,iqu,jitúuni,noun,,,,,,,,,jitúuni,,
LX001151,iqu,jiwíriku,noun,,,,,,,,,jiwíriku,,
LX001152,iqu,jíwɨɨtáani,transitive verb,,,,,,,,,jíwɨɨta,,
LX001153,iqu,jiímana,adjective,,,,,,LX000996,,,jiíma,,
jiimaaki,iqu,jiimaaki,noun,,jiimaakiwa,,,,,,,jiimaaki,,
LX001154,iqu,jiimaaki nɨɨ́jina,noun,,jiimaakiwa nɨɨ́jina,,upper surface of corpse,,,,,jiimaaki nɨɨ́jina,,
LX001155,iqu,jíina,noun,,,,,,,,,jíina,,dialect variant: siwísiaaja
jiinaka,iqu,jiinaka,noun,,,,,,LX001156,,,jiinaka,,
LX001156,iqu,jiinakaníini,noun,,jiinaka,,,,,,,jiinakaníini,,
jiinakaari,iqu,jiinakaari,noun,,jiinakaariwa,,,,,,,jiinakaari,,
LX001157,iqu,jíini,transitive verb,,,,,,,,,jii,,
LX001158,iqu,jiinɨ́ɨni,intransitive verb,,,,,,,,,jiinɨɨ,,
LX001159,iqu,jiipúuni,transitive verb,,,,,,,,,jiípuu,,
LX001160,iqu,jiipuutáani,ditransitive verb,,,,,,,,,jiipuúta,,
LX001161,iqu,jiitáani,intransitive verb,,,,,,,,,jiita,,
LX001162,iqu,jiitáani,intransitive verb,,,,,,LX000622,,,jiita,,
jiiti,iqu,jiiti,noun,,,,,,,,,jiiti,,
LX001163,iqu,jɨyɨ́ɨni,transitive verb,,,,,,,,,jɨyɨɨ,,
LX001164,iqu,jɨyɨɨsíini,transitive verb,,,,,,,,,jɨyɨɨ́si,,
LX001165,iqu,jɨyúuni,noun,,jɨyúuniwa,,,,,,,jɨyúuni,,
LX001166,iqu,jɨɨ,interjection,,,,,,,,,jɨɨ,,
LX001167,iqu,jɨ́ɨka,noun,,,,,,,,,jɨ́ɨka,,
LX001168,iqu,jɨɨka yúumu,noun,,,,sandy soil creek,,,,,jɨɨka yúumu,,
LX001169,iqu,jɨ́ɨni,transitive verb,,,,,,,,,jɨɨ,,
LX001170,iqu,jɨɨ́nijina,locative noun,,jɨɨ́nikajina,,,,,,,jɨɨ́nijina,,
LX001171,iqu,jɨɨniwiitáani,transitive verb,,,,,,,,,jɨɨniwiíta,,
LX001172,iqu,jɨɨ́ta,conjunction,,,,,,,,,jɨɨ́ta,,
LX001173,iqu,jɨɨ́ta,complementizer,,,,,,,,,jɨɨ́ta,,
LX001174,iqu,jɨɨ́tatáani,transitive verb,,,,,,,,,jɨɨ́tata,,
LX001175,iqu,jɨɨ́tatáani,transitive verb,,,,,,,,,jɨɨ́tata,,
LX001176,iqu,jɨɨ́taaraa,interrogative,,,,,,LX001177,,,jɨɨ́taaraa,,
LX001177,iqu,jɨɨ́taaraata,interrogative,,,,,,,,,jɨɨ́taaraata,,personal variant (JPI): jaátaaraata1 ; Free Variant: jɨɨ́taaraa
LX001178,iqu,jɨɨ́taaraata,conjunction,,,,,,,,,jɨɨ́taaraata,,personal variant (JPI): jaátaaraata2
LX001179,iqu,jɨɨ́taaraata,conjunction,,,,,,,,,jɨɨ́taaraata,,
LX001180,iqu,jɨɨ́taaraata,interjection,,,,,,,,,jɨɨ́taaraata,,
LX001181,iqu,jɨɨ́taaraatina,interrogative,,,,,,,,,jɨɨ́taaraati,,Free Variant: jɨɨ́tina ; Free Variant: jɨɨ́tirina ; personal variant (JPI): jaátaaraatina
LX001182,iqu,jɨɨ́taaraatina,adjective,,,,,,,,,jɨɨ́taaraati,,
LX001183,iqu,jɨɨ́tikari,interrogative,,,,,,,,,jɨɨ́tikari,,
LX001184,iqu,jɨɨ́tikari,adverb,,,,,,,,,jɨɨ́tikari,,
LX001185,iqu,jɨɨ́tikari,conjunction,,,,,,,,,jɨɨ́tikari,,
LX001186,iqu,jɨɨ́tikariina,interrogative,,,,,,,,,jɨɨ́tikarii,,
LX001187,iqu,jɨɨ́tikariina,adjective,,,,,,,,,jɨɨ́tikarii,,
LX001188,iqu,jɨɨ́timi,interrogative,,,,,,,,,jɨɨ́timi,,Free Variant: jɨɨ́tirimi
LX001189,iqu,jɨɨ́timi,adjective,,,,,,,,,jɨɨ́timi,,
LX001190,iqu,jɨɨ́timijaarika,adjective,,,,,,,,,jɨɨ́timijaarika,,
LX001191,iqu,jɨɨ́timijaarika,interrogative,,,,,,LX001194,,,jɨɨ́timijaarika,,
LX001192,iqu,jɨɨ́tina,interrogative,,,,,,LX001181,,,jɨɨ́tina,,
LX001193,iqu,jɨɨtinákwaa,noun,,jɨɨtinákuka,,,,,,,jɨɨtinákwaa,,
LX001194,iqu,jɨɨ́tinuurika,interrogative,,"jɨɨ́timijaarika (inanimate), jɨɨ́tipɨjaarika (animate)",,,,,,,jɨɨ́tinuurika,,
LX001195,iqu,jɨɨ́tipɨ,interrogative,,,,,,,,,jɨɨ́tipɨ,,Free Variant: jɨɨ́tiripɨ
LX001196,iqu,jɨɨ́tipɨ,adjective,,,,,,,,,jɨɨ́tipɨ,,
LX001197,iqu,jɨɨ́tipɨjaarika,interrogative,,,,,,LX001194,,,jɨɨ́tipɨjaarika,,
LX001198,iqu,jɨɨ́tipɨjaarika,adjective,,,,,,,,,jɨɨ́tipɨjaarika,,
LX001199,iqu,jɨɨ́tirimi,interrogative,,,,,,LX001188,,,jɨɨ́tirimi,,
LX001200,iqu,jɨɨ́tirina,interrogative,,,,,,LX001181,,,jɨɨ́tiri,,
LX001201,iqu,jɨɨ́tiripɨ,interrogative,,,,,,LX001195,,,jɨɨ́tiripɨ,,
LX001202,iqu,jɨɨtɨtɨ́ɨni,intransitive verb,,,,,,,,,jɨɨtɨ́tɨɨ,,
LX001203,iqu,jɨɨtɨtɨ́ɨni,intransitive verb,,,,,,,,,jɨɨtɨ́tɨɨ,,
LX001204,iqu,júnɨɨna,noun,,,,,,,,,júnɨɨna,,
LX001205,iqu,júnɨɨna iríini,intransitive verb,,,,take breath,,,,,júnɨɨna íri,,
LX001206,iqu,junɨ́ɨni,ambitransitive verb,júnɨ,,,,,,,,juúnɨ,,
LX001207,iqu,junɨɨnɨɨkɨɨtáani,intransitive verb,,,,,,,,,junɨɨnɨɨkɨɨta,,
LX001208,iqu,juntaasíini,transitive verb,,,,,from Sp. ‘juntar’,,,,juntaásii,,
LX001209,iqu,juríini,noun,,,,,,,,,juríini,,
LX001210,iqu,juríini,noun,,juriíniwaaka,,,,,,,juríini,,
LX001211,iqu,justaá,noun,,,,,from Sp. ‘fustán’,,,,justaá,,
LX001212,iqu,juwáana,noun,,"juwaa, juwáanaka",,,,,,,juwáana,,
LX001213,iqu,juwɨtɨ́ɨni,transitive verb,,,,,,,,,juwɨtɨɨ,,
LX001214,iqu,juwɨ́ɨni,intransitive verb,júwɨ,,,,,,,,juúku,,
juu_1,iqu,juu,interjection,,,,,,,,,juu,,
juu_2,iqu,juu,interjection,,,,,,,,,juu,,
juuja,iqu,juuja,noun,,,,,,,,,juuja,,
LX001215,iqu,juúkaka,noun,,,,,,,,,juúkaka,,
LX001216,iqu,juuma iwíini,intransitive verb,,,,,,,,,juuma iíki,,
LX001217,iqu,juúmana,adjective,,,,,,,,,juúma,,
LX001218,iqu,juúmaasíini,intransitive verb,,,,,,,,,juúmaasi,,
LX001219,iqu,juúmaasiitáani,transitive verb,,,,,,,,,juúmaasiita,,
LX001220,iqu,juúmɨyɨ,noun,,,,,,,,,juúmɨyɨ,,
LX001221,iqu,juúmɨyɨ,noun,,,,,,,,,juúmɨyɨ,,
LX001222,iqu,júura,interjection,,,,,,,,,júura,,
LX001223,iqu,júura,adverb,,,,,,,,,júura,,
LX001224,iqu,júura,adjective,,,,,,,,,júura,,
LX001225,iqu,juúraami,adjective,,,,,,,,,juúraami,,
LX001226,iqu,júuri,noun,,juúriwa,,,,,,,júuri,,
LX001227,iqu,júuti,noun,,"juútika, juútiwa",,,,LX001872,,,júuti,,
LX001228,iqu,kaimíita,noun,,,,,,LX001229,,,kaimíita,,
LX001229,iqu,kaimíitu,noun,,,,,from Sp. ‘caimito’,,,,kaimíitu,,personal variant (ELY): kaimíita
kajani,iqu,kajani,noun,,kajaniwa,,,,,,,kajani,,
LX001230,iqu,kájapaki,adverb,,,,,,LX001376,,,kájapaki,,
kajasi,iqu,kajasi,noun,,,,,,,,,kajasi,,
LX001231,iqu,kajasi áraka,adjective,,,,,,,,,kajasi áraka,,
kajata,iqu,kajata,adjective,,,,,,,,,kajata,,
LX001232,iqu,kajátaja,noun,,,,,,LX001425,,,kajátaja,,
LX001233,iqu,kajátana,noun,,,,,,LX001425,,,kajátana,,
LX001234,iqu,kajatáani,transitive verb,,,,,,,,,kajata,,
kajatina,iqu,kajatina,adjective,,,,,,,,,kajati,,
LX001235,iqu,kajatɨ́ɨni,intransitive verb,,,,,,,,,kajatɨ,,
LX001236,iqu,kajikúuna,noun,,,,,,,,,kajikúuna,,
kajinani,iqu,kajinani,noun,,kaajiya,,,,,,,kajinani,,
LX001237,iqu,kajíyaaki,noun,,kajíyaakiwa,,,,,,,kajíyaaki,,
Kajiyuuri,iqu,Kajiyuuri,proper noun,,Kajiyuuriwaaka,,,,,,,Kajiyuuri,,
kajiija,iqu,kajiija,noun,,,,hafted,,,,,kajiija,,
kajiika,iqu,kajiika,noun,,,,,,,,,kajiika,,
LX001238,iqu,kajíini,transitive verb,,,,,,LX001279,,,kaji,,
LX001239,iqu,kajíini,transitive verb,,,,,,,,,kájii,,
LX001240,iqu,kajíini,transitive verb,,,,,,,,,kájii,,
LX001241,iqu,kajíini,noun,,,,,,,,,kajíini,,
LX001242,iqu,kájiiyáana,noun,,kájiiyáapɨ (animate),,,,,,,kájiiyáana,,
LX001243,iqu,kajɨ́ɨni,intransitive verb,,,,,,,,,kajɨɨ,,
LX001244,iqu,kajɨɨ́waani,noun,,,,,,,,,kajɨɨ́waani,,
LX001245,iqu,kajútina,adjective,,,,,,,,,kajúti,,
LX001246,iqu,kakámatíini,transitive verb,,,,,,,,,kakámati,,
LX001247,iqu,kakánaaka,noun,,,,,,,,,kakánaaka,,
LX001248,iqu,kakánaaka,noun,,,,,,,,,kakánaaka,,
LX001249,iqu,kakatáani,transitive verb,,,,,,,,,kakata,,
LX001250,iqu,kakaajúuni,transitive verb,,,,,,,,,kakaájuu,,
kakuna,iqu,kakuna,noun,,,,,,,,,kakuna,,
kakuti,iqu,kakuti,noun,,,,,,,,,kakuti,,
LX001251,iqu,kakúuja,noun,,,,,,LX001690,,,kakúuja,,
LX001252,iqu,kamámani,noun,,,,,,,,,kamámani,,
LX001253,iqu,kamaráani,ambitransitive verb,,,,,,,,,kamara,,
LX001254,iqu,kamarɨ́yaaka,noun,,,,,,,,,kamarɨ́yaaka,,
LX001255,iqu,kamarɨ́ɨta,noun,,,,,,,,,kamarɨ́ɨta,,
kami,iqu,kami,adverb,,,,,,,,,kami,,
LX001256,iqu,kámiji,adverb,,,,,,,,,kámiji,,
LX001257,iqu,kamijiíraji,locative demonstrative,,,,,,,,,kamijiíraji,,
LX001258,iqu,kamíjiita,locative demonstrative,,,,,,,,,kamíjiita,,
LX001259,iqu,kamíkiika,adverb,,,,,,,,,kamíkiika,,
LX001260,iqu,kamíkiikaana,adjective,,,,,,,,,kamíkiikaa,,
LX001261,iqu,kamíkuku,adverb,,,,,,,,,kamíkuku,,
LX001262,iqu,kámiiyɨ,noun,,"kamiíyɨwa, kamiíyɨka",,,,,,,kámiiyɨ,,
LX001263,iqu,kamɨ,noun,,kamɨya,,,,,,,kamɨ,,
LX001264,iqu,kámɨɨti,noun,,,,,,,,,kámɨɨti,,
LX001265,iqu,kamuúnaari,noun,,kamuúnaariwa,,,,,,,kamuúnaari,,
LX001266,iqu,kana=,pronoun,,,,,,,,,kana,,
LX001267,iqu,kana=,pronoun,,,,,,,,,kana,,
kanasi,iqu,kanasi,noun,,,,,,,,,kanasi,,
LX001268,iqu,kanasi asásana,noun,,,,giant otter's food,,,,,kanasi asásana,,
LX001269,iqu,kanatɨ́ɨni,transitive verb,,,,,,LX001283,,,kanatɨ,,
LX001270,iqu,kanáaja,pronoun,,,,,,,,,kanáaja,,
LX001271,iqu,kanaajúuni,transitive verb,,,,,,LX000431,,,kanaájuu,,
LX001272,iqu,kanaárika,pronoun,,,,,,,,,kanaárika,,
LX001273,iqu,kanaasíini,transitive verb,,,,,from Sp. ‘ganar’,,,,kanaásii,,
LX001274,iqu,kaniyúuja,noun,,,,,,,,,kaniyúuja,,
LX001275,iqu,kaniyúuja niaatíija,noun,,,,leafcutter ant ‘madre’,,,,,kaniyúuja niaatíija,,
LX001276,iqu,kaniyuujúuni,intransitive verb,,,,,,,,,kaniyuújuu,,
kaniija,iqu,kaniija,noun,,,,,,,,,kaniija,,
LX001277,iqu,kaniijɨ́ɨni,intransitive verb,,,,,,,,,kaniíjɨɨ,,
LX001278,iqu,kaniijɨ́ɨni,transitive verb,,,,,,,,,kaniíjɨɨ,,
LX001279,iqu,kaníini,transitive verb,,,,,,,,,kani,,Free Variant: kajíini1 ; Free Variant: sirijúuni
LX001280,iqu,kaníiru,noun,,,,,from Sp. ‘canero’,,,,kaníiru,,
LX001281,iqu,kanɨtɨjɨ́ɨni,transitive verb,,,,,,,,kantɨjɨ,kanɨtɨjɨ,,
LX001282,iqu,kanɨtɨjɨ́ɨsi,noun,,kanɨtɨjɨɨ́siwaaka,,,,,,kantɨjɨ́ɨsi,kanɨtɨjɨ́ɨsi,,
LX001283,iqu,kanɨtɨ́ɨni,transitive verb,,,,,,,,kantɨ,kanɨtɨ,,personal variant (HDC): kanatɨ́ɨni
LX001284,iqu,kanɨ́wɨɨja,noun,,,,,,,,,kanɨ́wɨɨja,,Free Variant: sikiáaja sawija ; personal variant (JPI): kanúwɨɨja
LX001285,iqu,kánɨɨka,interrogative,,,,,,,,,kánɨɨka,,
LX001286,iqu,kánɨɨka,indefinite pronoun,,,,,,,,,kánɨɨka,,
LX001287,iqu,kanɨɨrami,adjective,,,,,,,,,kanɨɨrami,,
LX001288,iqu,kanɨɨrana,adjective,,,,,,,,,kanɨɨra,,
LX001289,iqu,kánɨɨri,noun,,kánɨɨriwa,,,,,,,kánɨɨri,,
LX001290,iqu,kanɨɨrɨ iwitɨ́ɨni,transitive verb,,,,,,,,,kanɨɨrɨ iwitɨɨ,,
LX001291,iqu,kanɨɨrɨ míini,transitive verb,,,,,,,,,kanɨɨrɨ mii,,
LX001292,iqu,kánɨɨsi,noun,,"kánɨɨsiwa, kánɨɨsika",,,,,,,kánɨɨsi,,
LX001293,iqu,kanɨɨsíini,intransitive verb,,,,,,,,,kanɨɨ́sii,,
LX001294,iqu,kanɨɨya,noun,,,,,,LX001299,,,kanɨɨya,,
LX001295,iqu,kankaasíini,transitive verb,,,,,from Sp. ‘cangar’,,,,kankaásii,,
LX001296,iqu,Kantáasi,proper noun,,,,,,,,,Kantáasi,,
LX001297,iqu,kanúwɨɨja,noun,,,,,,LX001284,,,kanúwɨɨja,,
kanuu,iqu,kanuu,noun,,"kanuuwa, kanuuwɨya",,,,,,,kanuu,,
LX001298,iqu,kanuúmɨ,noun,,,,,,LX001299,,,kanuúmɨ,,
LX001299,iqu,kanuuyɨ,noun,,,,,,,,,kanuuyɨ,,dialect variant: kanuúmɨ ; personal variant (ELY): kanɨɨya
LX001300,iqu,kapíjiija,noun,,,,,,,,,kapíjiija,,
LX001301,iqu,kapijíini,transitive verb,,,,,,,,,kapíjii,,
LX001302,iqu,kapíjiisi,noun,,,,,,,,,kapíjiisi,,
LX001303,iqu,kapiríini,transitive verb,,,,,,,,,kapírii,,
